time,leniency,linearity
0.16156649589538574,9.0,3.0181161091887736
0.1464245319366455,19.0,2.1644382327820484
0.4853971004486084,8.0,1.973069394599627
0.17357921600341797,15.0,3.6201665675193326
0.4206259250640869,9.0,1.9094283800379594
0.3084096908569336,11.0,1.829898679471789
0.12930703163146973,18.166666666666664,2.1216303228021975
0.19757556915283203,50.5,2.2207800539223754
0.09453058242797852,18.5,2.0771706158424905
13.08567214012146,4.5,3.5994604738447102
0.09214019775390625,6.5,2.2541073068345794
0.12182998657226562,10.0,2.289001671052763
0.6460776329040527,7.0,2.671910366681757
0.45981764793395996,10.0,2.87858858218969
0.12810993194580078,22.833333333333336,2.5199273815284666
0.12273669242858887,5.5,2.3979392541330253
0.29656982421875,11.5,2.227143706977139
0.19288277626037598,16.5,2.242458707665709
0.3458867073059082,12.0,2.103718775426087
12.371612310409546,7.5,2.8593619156372188
0.17479491233825684,18.5,2.2855103254865305
0.5959138870239258,17.0,2.958704706372345
0.3236978054046631,19.0,2.266226442730202
0.27132391929626465,16.0,2.431328684400881
13.029237508773804,3.0,4.220624368772516
0.31129026412963867,17.0,2.301340633974703
0.12505245208740234,9.0,1.9229253529368737
0.32158708572387695,18.0,2.3296000950975246
0.24820566177368164,12.5,2.722475699266019
0.13523149490356445,18.0,2.101088668535596
0.16435551643371582,15.333333333333336,2.171004103903321
0.30901551246643066,8.0,2.4334670568485546
0.30559611320495605,12.0,2.2432430524673714
0.17390131950378418,11.0,1.8461289212013203
0.09409213066101074,10.5,1.5281387842926304
0.08132624626159668,12.0,1.7402466692823386
0.14516448974609375,3.0,2.6935522003822174
0.16913843154907227,15.166666666666666,2.246616996211036
0.4060087203979492,23.7,2.242577567842918
8.255428075790405,9.0,2.4049056168544074
0.5257697105407715,15.5,2.0348837209302326
0.35422849655151367,14.9,1.7824408284023672
0.11977767944335938,19.5,1.6069702260336758
0.21234726905822754,18.5,1.9693746220650485
0.08355355262756348,10.5,2.033991836734694
0.4553043842315674,16.0,2.2169309912001602
29.465240955352783,13.0,3.479064585834333
0.35602521896362305,15.5,3.7219953140830797
0.1677532196044922,11.5,2.514901441088687
0.3575880527496338,18.0,2.1669224489795913
0.16203713417053223,12.0,1.9542388798770598
0.5305969715118408,18.0,2.810575814036022
6.710648536682129,11.0,1.988803119956966
0.3134043216705322,18.0,2.3550624224234746
0.0961601734161377,3.0,2.2935577580314424
0.14014077186584473,13.0,3.064374946885357
0.2370774745941162,12.5,2.4754680468457617
0.20411062240600586,10.0,2.1377250304311612
0.11362409591674805,18.0,2.030728148036708
0.31806206703186035,10.5,2.2398110979929164
0.20132207870483398,19.0,1.8863508354715566
0.21364140510559082,15.5,2.083357213360079
0.4903573989868164,29.25,2.123784203400213
0.40691471099853516,11.0,2.3851716686674664
0.264326810836792,10.0,2.456788596019365
0.5782155990600586,17.5,1.9032629434102075
0.10161781311035156,17.0,2.333187308342199
0.38314366340637207,14.0,2.1250069735714323
0.21392107009887695,12.0,2.09559356819034
0.0978693962097168,16.0,2.2359145106766194
0.44791674613952637,13.0,2.0187601321184907
0.10937976837158203,21.0,1.948237558440214
0.5777349472045898,10.5,2.1984085014227794
0.17058682441711426,5.0,1.667258372774848
0.4134705066680908,19.0,2.3820187501848413
0.21254873275756836,11.0,2.26532811603365
0.2108917236328125,26.0,2.44094756454618
0.21838116645812988,5.5,3.4810189613827265
0.15445566177368164,15.5,3.9156148807316784
0.11903929710388184,9.0,1.965800767336941
0.14647769927978516,12.0,2.019157769724973
0.8055713176727295,10.0,3.0798781964773863
0.19057607650756836,8.5,2.441407047122804
0.17902588844299316,14.0,2.0023011307280307
0.09450149536132812,9.5,1.7825315775329214
0.19001269340515137,19.0,2.128688524590164
0.1322021484375,7.5,2.147880097218471
0.25209879875183105,9.0,2.463441518677282
0.2099754810333252,7.833333333333332,2.7729527475411473
0.19089078903198242,8.5,2.1720303193047554
0.21332406997680664,13.5,2.6252394835485213
0.21300959587097168,7.0,2.5761791831357046
0.10128092765808105,9.5,1.9451194252378992
0.21169590950012207,12.0,2.3569604961502106
0.2002582550048828,12.0,2.5328834907782274
0.26933956146240234,9.5,2.070027548209366
0.16751909255981445,10.0,2.3113634423290366
0.08507394790649414,13.0,2.548228095521374
0.17542695999145508,17.0,2.1621435542542815
0.24241352081298828,15.0,2.5509183980728696
