level,result,block_reached,total_length,time
level_927.txt,0,40,162,45
level_928.txt,1,154,154,23
level_929.txt,1,169,169,23
level_930.txt,1,155,155,23
level_931.txt,1,170,170,25
level_932.txt,1,164,164,25
level_933.txt,1,182,182,26
level_934.txt,1,170,170,24
level_935.txt,1,165,165,22
level_936.txt,1,171,171,24
level_937.txt,1,187,187,25
level_938.txt,1,147,147,24
level_939.txt,0,120,147,45
level_940.txt,1,157,157,24
level_941.txt,0,78,185,45
level_942.txt,1,166,166,22
level_943.txt,1,161,161,23
level_944.txt,1,161,161,23
level_945.txt,1,195,195,26
level_946.txt,1,167,167,23
level_947.txt,1,165,165,23
level_948.txt,1,165,165,23
level_949.txt,0,25,165,45
level_950.txt,1,154,154,21
level_951.txt,1,136,136,21
level_952.txt,1,167,167,24
level_953.txt,1,164,164,23
level_954.txt,1,149,149,23
level_955.txt,1,178,178,26
level_956.txt,1,192,192,24
level_957.txt,1,146,146,21
level_958.txt,1,145,145,22
level_959.txt,1,160,160,22
level_960.txt,0,48,160,45
level_961.txt,1,163,163,23
level_962.txt,1,151,151,22
level_963.txt,0,171,173,18
level_964.txt,1,193,193,24
level_965.txt,1,165,165,25
level_966.txt,1,161,161,23
level_967.txt,1,145,145,23
level_968.txt,0,154,158,19
level_969.txt,1,164,164,25
level_970.txt,1,145,145,21
level_971.txt,1,168,168,25
level_972.txt,0,111,165,15
level_973.txt,1,173,173,23
level_974.txt,0,48,141,45
level_975.txt,1,163,163,23
level_976.txt,1,158,158,23
level_977.txt,1,151,151,23
level_978.txt,1,179,179,24
level_979.txt,1,153,153,23
level_980.txt,1,172,172,25
level_981.txt,1,162,162,23
level_982.txt,1,143,143,22
level_983.txt,1,148,148,20
level_984.txt,0,10,194,5
level_985.txt,1,149,149,23
level_986.txt,1,165,165,22
level_987.txt,1,155,155,22
level_988.txt,1,166,166,23
level_989.txt,1,158,158,21
level_990.txt,1,166,166,23
level_991.txt,1,179,179,28
level_992.txt,1,142,142,21
level_993.txt,1,147,147,21
level_994.txt,1,165,165,23
level_995.txt,1,159,159,21
level_996.txt,0,43,187,45
level_997.txt,0,183,185,21
level_998.txt,1,165,165,22
level_999.txt,1,155,155,22
